[10-Mar-2014 10:05:23] PHP Parse error:  syntax error, unexpected $end in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/storage/views/aae9804413cf765607c16f90505207ff on line 20
[10-Mar-2014 11:34:49] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 11:34:49] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 11:34:49] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 11:34:49] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 11:34:49] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 11:34:49] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 11:34:49] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 11:34:49] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 11:34:49] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 11:34:49] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 11:34:49] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 11:34:49] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 11:34:49] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 11:34:49] PHP  16. Illuminate\Routing\ControllerDispatcher->makeController() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:50
[10-Mar-2014 11:34:49] PHP  17. Illuminate\Foundation\Application->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:77
[10-Mar-2014 11:34:49] PHP  18. Illuminate\Container\Container->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:423
[10-Mar-2014 11:34:49] PHP  19. Illuminate\Container\Container->build() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:416
[10-Mar-2014 11:34:49] PHP  20. ReflectionClass->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:476
[10-Mar-2014 11:34:49] PHP  21. Composer\Autoload\ClassLoader->loadClass() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:0
[10-Mar-2014 11:38:20] PHP Parse error:  syntax error, unexpected T_IF in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 196
[10-Mar-2014 11:38:20] PHP Stack trace:
[10-Mar-2014 11:38:20] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 11:38:20] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 11:38:20] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 11:38:20] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 11:38:20] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 11:38:20] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 11:38:20] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 11:38:20] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 11:38:20] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 11:38:20] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 11:38:20] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 11:38:20] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 11:38:20] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 11:38:20] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 11:38:20] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 11:38:20] PHP  16. Illuminate\Routing\ControllerDispatcher->makeController() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:50
[10-Mar-2014 11:38:20] PHP  17. Illuminate\Foundation\Application->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:77
[10-Mar-2014 11:38:20] PHP  18. Illuminate\Container\Container->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:423
[10-Mar-2014 11:38:20] PHP  19. Illuminate\Container\Container->build() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:416
[10-Mar-2014 11:38:20] PHP  20. ReflectionClass->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:476
[10-Mar-2014 11:38:20] PHP  21. Composer\Autoload\ClassLoader->loadClass() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:0
[10-Mar-2014 12:14:16] PHP Parse error:  syntax error, unexpected ')' in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 189
[10-Mar-2014 12:14:16] PHP Stack trace:
[10-Mar-2014 12:14:16] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 12:14:16] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 12:14:16] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 12:14:16] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 12:14:16] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 12:14:16] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 12:14:16] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 12:14:16] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 12:14:16] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 12:14:16] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 12:14:16] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 12:14:16] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 12:14:16] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:14:16] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:14:16] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 12:14:16] PHP  16. Illuminate\Routing\ControllerDispatcher->makeController() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:50
[10-Mar-2014 12:14:16] PHP  17. Illuminate\Foundation\Application->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:77
[10-Mar-2014 12:14:16] PHP  18. Illuminate\Container\Container->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:423
[10-Mar-2014 12:14:16] PHP  19. Illuminate\Container\Container->build() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:416
[10-Mar-2014 12:14:16] PHP  20. ReflectionClass->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:476
[10-Mar-2014 12:14:16] PHP  21. Composer\Autoload\ClassLoader->loadClass() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:0
[10-Mar-2014 12:16:09] PHP Parse error:  syntax error, unexpected T_STRING in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 190
[10-Mar-2014 12:16:09] PHP Stack trace:
[10-Mar-2014 12:16:09] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 12:16:09] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 12:16:09] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 12:16:09] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 12:16:09] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 12:16:09] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 12:16:09] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 12:16:09] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 12:16:09] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 12:16:09] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 12:16:09] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 12:16:09] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 12:16:09] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:16:09] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:16:09] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 12:16:09] PHP  16. Illuminate\Routing\ControllerDispatcher->makeController() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:50
[10-Mar-2014 12:16:09] PHP  17. Illuminate\Foundation\Application->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:77
[10-Mar-2014 12:16:09] PHP  18. Illuminate\Container\Container->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:423
[10-Mar-2014 12:16:09] PHP  19. Illuminate\Container\Container->build() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:416
[10-Mar-2014 12:16:09] PHP  20. ReflectionClass->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:476
[10-Mar-2014 12:16:09] PHP  21. Composer\Autoload\ClassLoader->loadClass() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:0
[10-Mar-2014 12:20:00] PHP Fatal error:  Call to undefined function User() in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 189
[10-Mar-2014 12:20:00] PHP Stack trace:
[10-Mar-2014 12:20:00] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 12:20:00] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 12:20:00] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 12:20:00] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 12:20:00] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 12:20:00] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 12:20:00] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 12:20:00] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 12:20:00] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 12:20:00] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 12:20:00] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 12:20:00] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 12:20:00] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:20:00] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:20:00] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 12:20:00] PHP  16. Illuminate\Routing\ControllerDispatcher->call() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:61
[10-Mar-2014 12:20:00] PHP  17. Illuminate\Routing\Controller->callAction() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:92
[10-Mar-2014 12:20:00] PHP  18. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:192
[10-Mar-2014 12:20:00] PHP  19. PaymentsController->statement() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:192
[10-Mar-2014 12:44:35] PHP Parse error:  syntax error, unexpected '}' in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 192
[10-Mar-2014 12:44:35] PHP Stack trace:
[10-Mar-2014 12:44:35] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 12:44:35] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 12:44:35] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
[10-Mar-2014 12:44:35] PHP   4. Illuminate\Cookie\Guard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[10-Mar-2014 12:44:35] PHP   5. Illuminate\Cookie\Queue->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[10-Mar-2014 12:44:35] PHP   6. Illuminate\Session\Middleware->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[10-Mar-2014 12:44:35] PHP   7. Illuminate\Http\FrameGuard->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:58
[10-Mar-2014 12:44:35] PHP   8. Illuminate\Foundation\Application->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Http/FrameGuard.php:38
[10-Mar-2014 12:44:35] PHP   9. Illuminate\Foundation\Application->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:652
[10-Mar-2014 12:44:35] PHP  10. Illuminate\Routing\Router->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:677
[10-Mar-2014 12:44:35] PHP  11. Illuminate\Routing\Router->dispatchToRoute() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:938
[10-Mar-2014 12:44:35] PHP  12. Illuminate\Routing\Route->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:968
[10-Mar-2014 12:44:35] PHP  13. call_user_func_array() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:44:35] PHP  14. Illuminate\Routing\{closure}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Route.php:105
[10-Mar-2014 12:44:35] PHP  15. Illuminate\Routing\ControllerDispatcher->dispatch() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/Router.php:904
[10-Mar-2014 12:44:35] PHP  16. Illuminate\Routing\ControllerDispatcher->makeController() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:50
[10-Mar-2014 12:44:35] PHP  17. Illuminate\Foundation\Application->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:77
[10-Mar-2014 12:44:35] PHP  18. Illuminate\Container\Container->make() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:423
[10-Mar-2014 12:44:35] PHP  19. Illuminate\Container\Container->build() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:416
[10-Mar-2014 12:44:35] PHP  20. ReflectionClass->__construct() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:476
[10-Mar-2014 12:44:35] PHP  21. Composer\Autoload\ClassLoader->loadClass() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Container/Container.php:0
[10-Mar-2014 12:47:14] PHP Parse error:  syntax error, unexpected ')' in /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/app/controllers/PaymentsController.php on line 198
[10-Mar-2014 12:47:14] PHP Stack trace:
[10-Mar-2014 12:47:14] PHP   1. {main}() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:0
[10-Mar-2014 12:47:14] PHP   2. Illuminate\Foundation\Application->run() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/public/index.php:49
[10-Mar-2014 12:47:14] PHP   3. Stack\StackedHttpKernel->handle() /var/lib/stickshift/530d09514382ec67130004f1/app-root/data/781800/larpay/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:552
